1000	2.40985e-16
1135.73	3.06517e-16
1289.89	3.8942e-16
1464.97	4.94138e-16
1663.82	6.26199e-16
1889.65	7.9247e-16
2146.14	1.00145e-15
2437.44	1.26364e-15
2768.29	1.592e-15
3144.04	2.00243e-15
3570.79	2.51446e-15
4055.46	3.15198e-15
4605.92	3.9441e-15
5231.1	4.92624e-15
5941.13	6.1413e-15
6747.54	7.64106e-15
7663.41	9.4877e-15
8703.59	1.17556e-14
9884.96	1.4533e-14
11226.7	1.79242e-14
12750.5	2.20511e-14
14481.2	2.70552e-14
16446.8	3.30986e-14
18679.1	4.03647e-14
21214.5	4.90576e-14
24094	5.94004e-14
27364.4	7.163e-14
31078.7	8.59911e-14
35297.1	1.02725e-13
40088.1	1.22054e-13
45529.4	1.44164e-13
51709.2	1.69181e-13
58727.9	1.97145e-13
66699.2	2.27984e-13
75752.5	2.61496e-13
86034.6	2.97339e-13
97712.4	3.3504e-13
110975	3.7403e-13
126038	4.13708e-13
143146	4.53519e-13
162576	4.93053e-13
184642	5.32116e-13
209705	5.70772e-13
238169	6.09327e-13
270496	6.48269e-13
307211	6.8816e-13
348910	7.29548e-13
396269	7.72897e-13
450056	8.18568e-13
511143	8.66831e-13
580523	9.17901e-13
659319	9.71967e-13
748810	1.02921e-12
850449	1.08982e-12
965883	1.154e-12
1.09699e+06	1.22196e-12
1.24588e+06	1.29391e-12
1.41499e+06	1.37009e-12
1.60705e+06	1.45075e-12
1.82518e+06	1.53615e-12
2.07292e+06	1.62657e-12
2.35429e+06	1.7223e-12
2.67384e+06	1.82366e-12
3.03677e+06	1.93097e-12
3.44896e+06	2.04458e-12
3.9171e+06	2.16486e-12
4.44878e+06	2.2922e-12
5.05263e+06	2.42701e-12
5.73844e+06	2.56973e-12
6.51734e+06	2.72082e-12
7.40196e+06	2.88076e-12
8.40665e+06	3.05008e-12
9.54772e+06	3.22931e-12
1.08437e+07	3.41904e-12
1.23155e+07	3.61987e-12
1.39871e+07	3.83244e-12
1.58857e+07	4.05744e-12
1.80419e+07	4.29559e-12
2.04907e+07	4.54765e-12
2.3272e+07	4.81441e-12
2.64308e+07	5.09673e-12
3.00184e+07	5.39551e-12
3.40929e+07	5.71168e-12
3.87204e+07	6.04625e-12
4.3976e+07	6.40027e-12
4.99451e+07	6.77486e-12
5.67243e+07	7.17117e-12
6.44236e+07	7.59047e-12
7.31681e+07	8.03404e-12
8.30994e+07	8.50326e-12
9.43788e+07	8.99958e-12
1.07189e+08	9.52454e-12
1.21738e+08	1.00797e-11
1.38262e+08	1.06668e-11
1.57029e+08	1.12877e-11
1.78343e+08	1.19441e-11
2.0255e+08	1.2638e-11
2.30043e+08	1.33716e-11
2.61268e+08	1.41469e-11
2.9673e+08	1.49664e-11
3.37006e+08	1.58322e-11
3.82749e+08	1.67471e-11
4.34701e+08	1.77135e-11
4.93705e+08	1.87342e-11
5.60717e+08	1.98122e-11
6.36825e+08	2.09503e-11
7.23263e+08	2.21518e-11
8.21434e+08	2.34198e-11
9.3293e+08	2.47579e-11
1.05956e+09	2.61694e-11
1.20338e+09	2.7658e-11
1.36672e+09	2.92277e-11
1.55223e+09	3.08822e-11
1.76291e+09	3.26256e-11
2.0022e+09	3.44622e-11
2.27397e+09	3.63961e-11
2.58262e+09	3.84318e-11
2.93317e+09	4.05738e-11
3.33129e+09	4.28267e-11
3.78346e+09	4.51951e-11
4.297e+09	4.76838e-11
4.88025e+09	5.02973e-11
5.54266e+09	5.30405e-11
6.29499e+09	5.59181e-11
7.14943e+09	5.89347e-11
8.11984e+09	6.20948e-11
9.22198e+09	6.54028e-11
1.04737e+10	6.88629e-11
1.18953e+10	7.24789e-11
1.35099e+10	7.62544e-11
1.53437e+10	8.01926e-11
1.74263e+10	8.42961e-11
1.97917e+10	8.85669e-11
2.24781e+10	9.30065e-11
2.55291e+10	9.76154e-11
2.89942e+10	1.02393e-10
3.29297e+10	1.07338e-10
3.73994e+10	1.12449e-10
4.24757e+10	1.17719e-10
4.82411e+10	1.23145e-10
5.4789e+10	1.28719e-10
6.22257e+10	1.3443e-10
7.06718e+10	1.40269e-10
8.02643e+10	1.46222e-10
9.11589e+10	1.52271e-10
1.03532e+11	1.58397e-10
1.17585e+11	1.6458e-10
1.33545e+11	1.70793e-10
1.51672e+11	1.77008e-10
1.72259e+11	1.83193e-10
1.9564e+11	1.89311e-10
2.22195e+11	1.95324e-10
2.52354e+11	2.01187e-10
2.86607e+11	2.06854e-10
3.25509e+11	2.12273e-10
3.69691e+11	2.1739e-10
4.19871e+11	2.22145e-10
4.76861e+11	2.26479e-10
5.41587e+11	2.30326e-10
6.15099e+11	2.33621e-10
6.98588e+11	2.36298e-10
7.9341e+11	2.38287e-10
9.01102e+11	2.39524e-10
1.02341e+12	2.39944e-10
1.16232e+12	2.39484e-10
1.32009e+12	2.38091e-10
1.49927e+12	2.35713e-10
1.70277e+12	2.32311e-10
1.93389e+12	2.27855e-10
2.19639e+12	2.22328e-10
2.49451e+12	2.15727e-10
2.8331e+12	2.08066e-10
3.21764e+12	1.99377e-10
3.65438e+12	1.89714e-10
4.1504e+12	1.79149e-10
4.71375e+12	1.67779e-10
5.35357e+12	1.55722e-10
6.08022e+12	1.43117e-10
6.90551e+12	1.30124e-10
7.84282e+12	1.16923e-10
8.90735e+12	1.03705e-10
1.01164e+13	9.06739e-11
1.14895e+13	7.8034e-11
1.3049e+13	6.59873e-11
1.48202e+13	5.47225e-11
1.68318e+13	4.44058e-11
1.91164e+13	3.51705e-11
2.17112e+13	2.71103e-11
2.46581e+13	2.02737e-11
2.8005e+13	1.46563e-11
3.18063e+13	1.01978e-11
3.61234e+13	6.79382e-12
4.10266e+13	4.31048e-12
4.65953e+13	2.59191e-12
5.29198e+13	1.46887e-12
6.01028e+13	7.77699e-13
6.82607e+13	3.79537e-13
7.7526e+13	1.68207e-13
8.80488e+13	6.7165e-14
1e+14	2.41949e-14
